location,lat,lon,entry,ratingDate,rating,sentiment,reviewertitel
Mt St-Hilaire,53.3062108,-6.2094193,"
Wow! on top (well close enough at 2 900 meters, the summit stands at 3400 meters) of Etna you realise you have a direct connection to the Center of the Earth!<br />We came in by car, on the Taormina side. Left the car at the Sapienza plaza, took the teleferic and then the by 4X4 to a plateau of ashes and snow (we were there in late May)<br />It is awesome to see these 4X4 drive through snow cliffs of about 6-7 feet high (the trail cuts in those banks) Then on the Plateau a vulcanologue greets us and walks us around a cold-off crater (about 2km, 1,5mile) we walk in snow patches (the underneath ground has cooled of!) and some black ashes, this is still hot! at around 30C or about 80-90F (but your hand and you feel the warth (even after 5-7 years of the lava flow!!!) Walking on the ashes is like walking on popcorn - Strange feeling, so close to this giant, always active, and at time, very aggressively. A must do, has we don't have to many «wakable» volcano around !!!
","Reviewed August 17, 2012
",5.0,0.18740641276,Senior Contributor
Etna,37.75,15.0,"
Long trekking excursion with guides, caves, secondary placed suggested by hotel keeper, sleeping 2.000 meters high, seeing catania by night from that altitude.
","Reviewed August 13, 2012
",5.0,-0.0633333333333,Contributor
"Bucharest, Romania",44.4325,26.1038889,"
we went on a planned trip, from Malta by ferry and to Etna by bus.. amazing sites, nice citys around the lava, fantastic sites going up- houses one next to each other, one burned, one spared, interesting vegetation- where it had managed to grow... amazing powers of mother nature, only went to Silvestry crater, 2000 up the mountain, by bus, would return there ... pricy food and souvenires up there..we collected rocks ourselves and people were very impressed with them, not worked into bracelets or someting necessarily ..
","Reviewed August 12, 2012
",5.0,0.397222222222,Senior Reviewer
"Salisbury, United Kingdom",51.068785,-1.794472,"
Great trip, with plenty of pics to savour the memory.<br />was a little disappointed that couldnt reach the top after the brouchers hint that you can travel up to 3000m for an extra cost. but you still walk around additional creaters and more great pics
","Reviewed August 10, 2012
",5.0,0.2375,Reviewer
"Canberra, Australia",???,???,"
There are many bus tours offering tours to Mt Etna, however we drove ourselves en route between Taormina and Siracusa. The giant car park surrounded by tourist and souvenir shops and litter does not auger well, and the 'chalet style' buildings offering ski and snow board hire in 40* temperature seemed rather surreal. <br /><br />We first walked around a crater that formed at the back of where a building now lies partly buried. We then searched for the trailhead of the path up to where the cable car finishes from the base. The charge for the cable car is around 30 euro and while I am sure that the views are stunning, walking gave an incredible sense of the rich black volcanic soil, the recent flows of lava and the resilience of small plants and flowers that seek to push through the hot ground in small patches.<br /><br />We mistakenly walked on a steeper, shorter track covered with scree underneath the chairlift for the first section, when we should have just followed the 4 wheel drive track from the back of the cable car the whole way. Winding up through the switchbacks it is a slow, but steady ascent, and the pungent smell of sulpher is apparent in places. It is very satisfying on reaching the summit of the cable car, and from here one can walk on further towards the mountain. <br /><br />Allow adequate time and take water with you. It is a spectacular place and well worth visiting.
","Reviewed August 8, 2012
",5.0,0.165705128205,Senior Contributor
Denmark,56.26392,9.501785,"
It´s was so fantastic, wondeful and breath-teaken... 3000m and on top of the world... DO IT :o)<br />And the trip up there, through the old beautiful cities, was a trip in it sellves... and Etna, again WOW<br />
","Reviewed August 7, 2012
",5.0,0.4625,Reviewer
Switzerland,46.818188,8.227512,"
Best thing is to go with a 4x4 instead of driving yourself and paying a fortune for the lift. If you go with kids try the early morning 1/2 day excursion.
","Reviewed August 6, 2012
",4.0,0.55,Senior Contributor
"London, United Kingdom",51.5112139,-0.1198244,"
We drove to the foot of the cable car at Rifugio Sapienza - there is a small charge of 2.50euro per half day for parking here,paid at an attendant ( no machines when we were there)- then walked up to the Funivia where we took the cable car up. Amazing views and scenery. There is a small cafee at the top of the Funivia( and several eating options at the bottom) but we had a small picnic with us which was a great experience perched up on stones. Make sure that whatever you bring is not going to blow away as even the smallest piece of lost food shows against the imacculate blackness of the scenery. <br /><br />We did not take the 4x4 bus option but there is plenty to hike up to at the top of the funivia, with spectacular views. It's expensive 28.50 euro and 15 Euro for children ) but we didn't regret it.<br /><br /><br />Good cloesd shoes are a must and make sure children have hats that don't fly away in the wind.<br /><br />We took refuge up on the mountain on a ver hot sicilian summer's day and it paid off: in Taormina were 37'C and up on Etna a mere 28'C with a delightful breeze. <br /><br />The tourist shops are ...touristy....but cheaper than the ones in Taormina.
","Reviewed August 5, 2012
",5.0,0.240740740741,Top Contributor
"Dublin, Ireland",???,???,"
the prices of the tickets are a little high...so are the prices in the shop...but the place is phenomenal
","Reviewed August 3, 2012
",4.0,0.15625,Reviewer
"Franklin, Tennessee",35.9250637,-86.8688899,"
We loved watching the Mountain from afar while in Taromina.. My wives great grandmothers family whole family persihed in the eruption in the volcano in the 1800's and we wanted to go see the town. It is just amazing to see the villages still living on the side of a live volcanic mountain.
","Reviewed August 3, 2012
",5.0,0.487272727273,Top Contributor
,???,???,"
can't believe there are so many hotels and houses built on the way up to it. Beautiful scenery ideal for photographs of Capri area too.
","Reviewed August 2, 2012
",5.0,0.5375,Contributor
Sandhem,???,???,"
We joined a guided trip including a 2 hrs stop at Mount Etna. It was a fabulous experience to see this volcano and all of it's surroundings in real life. The place is harsh, also the air is thinner ca 3.000 metres above the ocean, and sometimes it almost looks like a moonlandscape. We took the cabincarts to the top (29 €/pers) but it was definately worth it, the only wish we had was that we have had more time to visit the nearby craters and stuff.
","Reviewed July 31, 2012
",5.0,0.2,Senior Reviewer
